sample_id,basalt,carbonate,chloride,iron_oxide,oxalate,oxychlorine,phyllosilicate,silicate,sulfate,sulfide
S0578,0,0,0,0,0,1,0,0,0,0
S0579,0,0,0,0,0,0,0,0,0,0
S0580,1,1,0,1,0,1,1,1,1,0
S0581,0,0,0,1,0,1,0,0,0,0
S0582,0,0,0,0,0,0,0,0,0,0
S0583,0,0,0,0,0,0,0,1,0,0
S0584,0,0,0,0,0,0,1,0,0,0
S0585,0,0,0,0,0,0,0,1,0,1
S0586,0,0,0,1,0,0,0,0,0,0
S0587,0,0,0,0,0,0,0,0,0,0
S0588,0,0,0,0,0,0,1,0,0,0
S0589,0,0,0,0,0,0,1,0,0,0
S0590,0,0,0,0,0,0,1,0,0,0
S0591,0,0,0,0,0,0,0,1,1,0
S0592,0,0,0,0,0,0,0,0,0,0
S0593,0,0,0,0,0,1,0,0,0,1
S0594,0,0,0,0,0,0,1,0,0,0
S0595,1,0,0,0,0,0,0,0,0,0
S0596,0,0,0,0,0,0,1,0,0,0
S0597,1,0,0,0,0,0,0,0,0,0
S0598,0,0,0,0,0,0,0,0,0,0
S0599,0,0,0,1,0,1,0,0,0,0
S0600,0,0,0,0,0,0,0,0,0,0
S0601,0,0,0,0,0,0,0,0,1,0
S0602,0,0,0,0,0,0,1,0,0,0
S0603,0,0,0,0,0,1,1,0,0,0
S0604,0,0,0,0,0,0,0,0,0,0
S0605,0,0,1,0,0,0,0,0,1,0
S0606,1,1,0,1,0,1,1,1,1,0
S0607,0,0,0,0,0,0,0,0,1,0
S0608,0,0,0,1,0,1,0,0,0,0
S0609,0,0,0,0,0,0,0,1,0,0
S0610,0,0,1,0,0,0,0,0,0,1
S0611,0,0,0,0,0,0,0,0,0,0
S0612,1,0,0,0,0,0,0,0,0,0
S0613,0,0,0,0,1,0,0,0,0,0
S0614,0,0,0,0,0,0,1,0,0,0
S0615,0,0,0,1,0,1,0,0,0,0
S0616,0,1,0,0,0,0,0,0,0,0
S0617,0,0,0,0,0,0,0,1,0,0
S0618,1,0,0,0,0,0,0,0,0,0
S0619,0,0,0,0,1,0,0,0,0,0
S0620,0,0,0,0,0,0,0,0,1,0
S0621,0,0,0,0,0,0,0,0,1,0
S0622,0,0,0,1,0,0,0,0,1,0
S0623,0,0,0,0,0,0,0,0,0,0
S0624,1,1,0,1,0,1,1,1,1,0
S0625,0,0,0,0,0,1,0,0,1,0
S0626,0,0,0,0,0,0,1,0,0,0
S0627,0,0,0,1,0,0,0,0,0,0
S0628,0,0,0,0,0,0,1,0,0,0
S0629,0,0,1,0,0,0,1,0,0,0
S0630,0,0,0,0,0,0,0,0,1,0
S0631,0,0,0,0,0,0,1,0,0,0
S0632,0,0,0,0,0,0,0,0,1,0
S0633,0,0,0,0,1,0,0,0,0,0
S0634,0,0,0,0,0,0,0,0,0,0
S0635,1,0,0,0,0,0,0,0,0,0
S0636,0,0,0,0,0,0,0,1,0,0
S0637,0,0,0,0,0,1,0,0,0,0
S0638,0,0,0,0,0,0,1,0,0,0
S0639,0,0,0,0,0,0,1,0,0,0
S0640,0,0,0,0,0,0,0,0,0,0
S0641,0,0,0,0,0,0,0,0,1,0
S0642,0,0,0,0,0,0,0,0,1,0
S0643,0,0,0,0,1,0,0,0,0,0
S0644,0,0,0,0,0,0,0,0,1,0
S0645,0,0,0,0,0,1,0,0,0,0
S0646,0,0,0,1,0,0,0,0,1,0
S0647,1,0,0,0,0,0,0,0,0,0
S0648,0,1,0,0,0,0,0,0,0,0
S0649,1,1,0,1,0,1,1,1,1,0
S0650,0,0,0,0,0,1,0,0,0,0
S0651,0,0,1,0,0,0,0,0,1,0
S0652,0,0,0,0,0,0,0,0,0,0
S0653,1,1,0,1,0,1,1,1,1,0
S0654,0,0,1,1,0,0,0,0,0,0
S0655,1,1,0,1,0,1,1,1,1,0
S0656,0,0,0,0,0,1,1,0,0,0
S0657,0,0,0,0,0,1,0,0,0,1
S0658,0,0,0,0,0,0,0,0,0,0
S0659,0,1,0,0,0,0,0,0,0,0
S0660,0,0,0,0,0,0,0,0,1,0
S0661,0,0,1,0,0,0,0,0,0,0
S0662,0,0,0,0,0,1,1,0,0,0
S0663,0,0,0,1,0,1,0,0,0,0
S0664,0,0,0,1,0,1,1,0,0,0
S0665,0,1,0,0,0,0,0,0,0,0
S0666,0,0,0,0,0,0,0,1,0,0
S0667,0,0,0,0,0,0,0,0,1,0
S0668,0,0,0,0,0,0,0,0,0,0
S0669,0,0,0,0,0,0,0,0,1,0
S0670,0,0,0,0,0,0,0,0,0,0
S0671,0,0,0,0,0,0,0,0,0,0
S0672,0,0,0,0,0,0,0,0,0,0
S0673,0,0,0,0,0,1,0,0,0,0
S0674,1,0,0,0,0,0,0,0,0,0
S0675,0,0,0,0,1,0,0,0,0,0
S0676,0,0,0,0,0,0,0,0,0,0
S0677,0,0,0,0,1,0,0,0,0,0
S0678,0,0,1,0,0,0,1,0,0,0
S0679,0,0,0,0,0,0,0,0,0,0
S0680,0,0,1,0,0,0,1,0,0,0
S0681,0,0,0,0,0,0,1,0,0,0
S0682,1,0,0,0,0,0,1,1,0,0
S0683,0,0,0,0,0,0,0,0,0,0
S0684,0,0,0,0,0,0,1,0,0,0
S0685,0,0,0,0,0,0,1,0,0,0
S0686,0,0,1,0,0,0,0,0,1,0
S0687,0,0,0,0,0,0,0,1,0,0
S0688,0,0,0,0,0,0,1,0,0,0
S0689,0,0,1,0,0,0,0,0,0,0
S0690,0,0,1,0,0,0,1,0,0,0
S0691,0,0,0,0,0,0,0,0,1,0
S0692,0,0,1,1,0,0,1,0,0,0
S0693,0,0,0,0,0,0,1,0,0,0
S0694,0,0,0,0,0,0,1,0,0,0
S0695,0,0,0,0,0,0,0,0,0,0
S0696,0,0,0,0,0,0,0,0,1,0
S0697,0,0,1,1,0,0,1,0,0,0
S0698,0,0,0,0,0,0,1,0,0,0
S0699,0,0,1,0,0,0,0,0,0,0
S0700,0,0,0,0,0,0,0,0,0,0
S0701,0,0,0,0,0,0,0,0,1,0
S0702,0,0,1,0,0,0,0,0,1,0
S0703,1,1,0,1,0,1,1,1,1,0
S0704,0,0,0,1,0,1,0,0,0,0
S0705,0,1,0,0,0,0,0,0,0,0
S0706,0,1,0,0,0,0,0,0,0,0
S0707,1,1,0,1,0,1,1,1,1,0
S0708,0,0,0,0,0,1,1,0,0,0
S0709,0,0,0,0,0,0,0,1,0,0
S0710,0,0,0,0,0,0,0,0,0,0
S0711,0,0,0,1,0,1,0,0,0,0
S0712,0,0,0,0,0,0,1,0,0,0
S0713,0,0,0,0,0,0,1,0,0,0
S0714,0,0,0,1,0,0,0,0,1,0
S0715,0,0,0,0,0,0,0,0,0,0
S0716,0,0,0,0,0,1,1,0,0,0
S0717,0,0,0,0,0,0,1,0,0,0
S0718,0,0,0,1,0,0,0,0,0,0
S0719,0,0,0,0,0,0,1,0,0,0
S0720,1,1,0,1,0,1,1,1,1,0
S0721,0,0,0,0,0,0,0,1,0,0
S0722,1,0,0,0,0,0,0,0,0,0
S0723,0,0,0,1,0,0,0,0,0,0
S0724,0,1,0,0,0,0,0,0,0,0
S0725,0,0,0,0,0,0,0,0,0,0
S0726,0,0,0,0,0,0,0,0,0,0
S0727,0,0,0,1,0,1,0,0,0,0
S0728,0,0,0,0,0,0,1,0,0,0
S0729,1,1,0,1,0,1,1,1,1,0
S0730,0,0,1,0,0,0,0,0,0,0
S0731,0,0,0,1,0,0,1,0,0,0
S0732,1,1,0,1,0,1,1,1,1,0
S0733,0,0,0,0,0,0,1,0,0,0
S0734,0,0,0,1,0,1,0,0,0,0
S0735,0,0,0,0,0,1,0,0,0,0
S0736,0,0,0,0,0,0,1,0,0,0
S0737,0,0,0,0,1,0,0,0,0,0
S0738,0,0,1,0,0,0,0,0,1,0
S0739,0,0,0,0,0,1,0,0,0,0
S0740,0,0,0,0,0,0,0,1,0,0
S0741,0,0,0,0,0,0,0,1,0,1
S0742,0,0,0,1,0,1,0,0,0,0
S0743,0,0,0,0,0,0,1,0,0,0
S0744,0,0,1,1,0,0,1,0,0,0
S0745,0,0,0,0,0,1,0,0,0,0
S0746,0,0,1,0,0,0,0,0,1,0
S0747,0,1,0,0,0,0,0,0,0,0
S0748,0,0,0,0,0,0,0,0,0,1
S0749,0,0,0,0,0,0,0,0,0,0
S0750,0,0,0,0,0,0,1,0,0,0
S0751,0,0,0,0,0,0,0,1,0,0
S0752,0,0,0,1,0,0,0,0,0,0
S0753,1,0,0,0,0,1,0,0,0,0
