sample_id,1_ratio,1_ratio_peak_temp,1_ratio_peak_abund,1_ratio_meanstd_abund,2_ratio,2_ratio_peak_temp,2_ratio_peak_abund,2_ratio_meanstd_abund,3_ratio,3_ratio_peak_temp,3_ratio_peak_abund,3_ratio_meanstd_abund,4_ratio,4_ratio_peak_temp,4_ratio_peak_abund,4_ratio_meanstd_abund,5_ratio,5_ratio_peak_temp,5_ratio_peak_abund,5_ratio_meanstd_abund
S0189,18.0,55.472,1.0,0.266836969610553,2.0,73.244,0.5277700055959709,0.2086138771004511,17.0,55.472,0.2671026860660324,0.0725737241473881,28.0,-60.045,0.0806519306099608,0.0717884953031558,32.0,59.832,0.0344501958589815,0.0196436584880619
S0190,18.0,996.778,1.0,0.5900962816073517,17.0,999.81,0.2751333857123996,0.1578695449046308,32.0,993.708,0.2094113153639109,0.1294935740346248,28.0,987.596,0.0912116984067993,0.0542261505900113,16.0,993.708,0.0581323292654494,0.0342186490588563
S0191,18.0,136.196,1.0,0.5002646480065881,32.0,430.045,0.6162505003453522,0.3102767874204414,17.0,139.383,0.2372811086206222,0.1198454643728232,16.0,357.088,0.097450359980731,0.0526772404455127,44.0,315.848,0.101752993029727,0.0381744354827997
S0192,44.0,555.71,1.0,0.2819716007447055,18.0,300.397,0.5933680055813014,0.1474540515831693,28.0,558.836,0.1797586300655809,0.0701747740850957,16.0,555.71,0.1748472236941196,0.0514921721501059,17.0,300.397,0.1554233933596704,0.0388119917569442
S0193,18.0,213.29,1.0,0.6930123325111451,32.0,210.092,0.7954099397244081,0.5119157948391189,1.0,670.369,0.2754816299045776,0.1835858113835988,28.0,56.896,0.2541039138075447,0.1758840591198007,17.0,251.645,0.2523541560595857,0.1751611135256821
S0194,32.0,450.573,1.0,0.2567114313587493,18.0,123.021,0.723128719114265,0.2364496704237009,17.0,123.021,0.1728926756698713,0.0574761282210739,16.0,450.573,0.1252941302186263,0.0355817172469386,28.0,330.498,0.0343073477193766,0.026100033896553
S0195,18.0,217.759,1.0,0.4935109193643344,17.0,217.759,0.2486514014955692,0.1228059471127051,32.0,227.286,0.0350417769584116,0.0208367374033573,16.0,214.58,0.0210696559253805,0.0110020341234287,36.0,369.93,0.0119925454710109,0.0053788171910152
S0196,18.0,291.343,1.0,0.7765994754008798,17.0,288.175,0.260718178276092,0.2029971394053622,32.0,297.731,0.1885316845811703,0.16258438410507,16.0,304.074,0.052453609382606,0.0425783897929519,44.0,653.093,0.0454148100703874,0.0311969967534031
S0197,18.0,209.802,1.0,0.7041889938015747,32.0,171.673,0.8036114697345275,0.543927481752115,64.0,1202.208,0.9749540926967816,0.3653047832417732,1.0,371.679,0.4883448958246487,0.3459605208210043,48.0,1202.208,0.7788749812753739,0.2951709068009642
S0198,32.0,470.622,1.0,0.5173644563995874,18.0,146.305,0.6755012063294088,0.3974227499754545,28.0,435.834,0.2170013355144101,0.1410753177830931,44.0,438.975,0.2674542451370118,0.1146192417233773,17.0,149.51,0.1644121640436553,0.0971642038596221
S0199,18.0,291.917,1.0,0.2291187327058337,17.0,291.917,0.2385123135251078,0.0546284342516657,32.0,1202.977,0.0817100596841248,0.0215944834754109,1.0,298.234,0.0211074610579003,0.0068859094225129,0.0,295.029,0.0167199040691842,0.0052020162439635
S0200,18.0,225.772,1.0,0.8861917790243737,28.0,440.063,0.8916921647725531,0.8552830322528215,17.0,207.938,0.5823816184720301,0.5508418509316011,32.0,81.195,0.533699423580879,0.5115160555117022,64.0,860.504,0.538295877292334,0.3590464191166851
S0201,18.0,98.116,1.0,0.4593344133555528,32.0,101.216,0.6325326268562255,0.3115708254119602,17.0,98.116,0.2412746521990458,0.1109422775891175,1.0,120.17,0.1347633424108127,0.0996688526397052,28.0,652.373,0.0976886385943976,0.0726002294526986
S0202,18.0,302.232,1.0,0.9800547699296734,17.0,318.144,0.2628218866431467,0.2574154598372329,32.0,245.065,0.1077442381878729,0.1027637897820628,44.0,416.967,0.0819310209150757,0.0641259780644126,16.0,530.395,0.0639479925703672,0.0534297934298694
S0203,32.0,369.905,1.0,0.2789198393863575,18.0,287.162,0.1804794587815588,0.083287141752047,16.0,369.905,0.1392803350398825,0.0420566352669389,44.0,283.928,0.1632948565809608,0.0364283235942015,28.0,283.928,0.0888856273273507,0.0214818722797226
S0204,18.0,143.436,1.0,0.4257061574069715,17.0,143.436,0.2618034406990576,0.111796797492977,32.0,1175.487,0.0931227987750957,0.056784128990446,44.0,751.526,0.0600482725797814,0.0234762328760551,16.0,143.436,0.0195917071554419,0.0125412292368653
S0205,18.0,116.64,1.0,0.3231837712662747,32.0,522.738,0.9143551196801956,0.2832881146029877,17.0,116.64,0.237980427945708,0.0777042533986109,16.0,519.61,0.117648754875586,0.0392161554901395,1.0,183.64,0.0268185247271186,0.0184437662825407
S0206,18.0,376.518,1.0,0.3206670789300758,17.0,376.518,0.278088873007118,0.0890953444877308,64.0,867.885,0.0508880525719265,0.023265476720372,48.0,867.885,0.0465705954315233,0.0211828482687982,32.0,867.885,0.0419844674859799,0.0190348221729832
S0207,32.0,515.64,1.0,0.7615201630636319,18.0,448.229,0.9649449571889256,0.6194698045120591,28.0,878.738,0.637203936394975,0.4575480954084637,2.0,499.58,0.5431446680751698,0.3704340844314515,17.0,477.131,0.3464236072500834,0.2190133512636051
S0208,18.0,371.667,1.0,0.5218284707653758,32.0,371.667,0.2911149792363964,0.1574541091393131,28.0,491.579,0.1874414186140971,0.1399714556628607,17.0,374.827,0.2733497751825937,0.1395319979219954,16.0,371.667,0.0748470566059452,0.0413984387142476
S0209,18.0,96.543,1.0,0.2416425260071439,64.0,543.953,0.4273858441012061,0.0740801835221531,32.0,99.629,0.167775419477066,0.0650065890172117,17.0,96.543,0.2516805545702288,0.0613495014389001,48.0,543.953,0.3032922643846532,0.0525212548443279
S0210,32.0,513.143,1.0,0.2762017717264832,18.0,792.247,0.5912834759014346,0.2014972518008924,17.0,792.247,0.1405194077447009,0.0483340305469504,16.0,510.04,0.138467338686267,0.0430047072823969,44.0,410.031,0.0892798222833988,0.0410648067227622
S0211,18.0,483.234,1.0,0.8535630772317424,32.0,165.227,0.4940185573480816,0.3740038278137723,44.0,639.507,0.6123929964318608,0.244097170179175,17.0,470.583,0.2601137393471621,0.212561396685215,28.0,620.839,0.2917818682013522,0.1750092507510309
S0212,18.0,172.21,1.0,0.7868843210393477,32.0,172.21,0.5470876492150105,0.4412026034540603,17.0,169.006,0.245597685610014,0.1940678643791128,16.0,185.012,0.1015870102760596,0.0856858587382678,1.0,452.172,0.0684532273672012,0.053130906707703
S0213,18.0,303.929,1.0,0.6569564237633989,17.0,296.127,0.2856862349542417,0.1914675679030022,44.0,465.19,0.0660659143043336,0.0375283578580574,16.0,400.319,0.0325760439546069,0.0223871368603134,28.0,424.862,0.0460547908051589,0.0218229032661107
S0214,18.0,221.466,1.0,0.5329202707827532,17.0,221.466,0.2388202249217232,0.1266666409499464,32.0,221.466,0.1747900600942793,0.1140986409869126,16.0,157.342,0.0377409156485992,0.0234379426043196,44.0,282.374,0.0375968665416215,0.0165895162471706
S0215,18.0,134.781,1.0,0.9472958837364648,17.0,125.385,0.2407813140807737,0.2244217800109664,1.0,262.424,0.0866007360085438,0.0679806868057534,0.0,462.46,0.0605954677948094,0.0472364759710926,3.0,392.726,0.0454633449946006,0.0313691349128037
S0216,18.0,203.229,1.0,0.7903936406286247,17.0,206.427,0.2334445748429553,0.1809878099498717,1.0,200.072,0.1214866034410109,0.0872569274039684,0.0,260.968,0.1025408074336215,0.0713507271840447,3.0,502.706,0.0901743463334102,0.0554543371862223
S0217,32.0,427.935,1.0,0.5684849124325868,18.0,148.065,0.7807797985197787,0.4531060012262714,28.0,446.805,0.331128272944216,0.1843502814634915,44.0,431.059,0.3332725984021849,0.153280809155882,17.0,148.065,0.1968837769715148,0.11141441266884
S0218,18.0,226.316,1.0,0.7485030699870691,32.0,210.372,0.944656696371853,0.67277542231518,28.0,735.441,0.6734849447338328,0.473884485055053,1.0,852.152,0.5577594968873077,0.4314165213024596,0.0,658.115,0.4677659400693328,0.3406456239362017
S0219,18.0,117.098,1.0,0.1797921630248373,17.0,117.098,0.2368957044954137,0.042763165506456,32.0,120.199,0.1057739510058145,0.0318597403324732,16.0,120.199,0.0277583364521842,0.0070402665524801,28.0,33.214,0.0048282715246005,0.004133087663038
S0220,18.0,266.745,1.0,0.8740129289415044,17.0,266.745,0.2418875510296285,0.2119170776253652,32.0,314.44,0.2619891668539868,0.1462838013721851,1.0,279.431,0.0620476776673317,0.0547919548140755,0.0,279.431,0.0478544826589902,0.0375647547670059
S0221,18.0,237.162,1.0,0.7743519253787231,32.0,1006.571,0.771578616396639,0.5810744407938947,1.0,510.552,0.7471790233803677,0.5456614472221522,28.0,463.016,0.6285690565184513,0.4893248234132465,0.0,763.472,0.8895085106232649,0.4872385289144869
S0222,18.0,156.737,1.0,0.2512821053840801,28.0,418.08,0.7298025324156494,0.1835590789306986,44.0,418.08,0.6982029712864027,0.1760182548658612,17.0,156.737,0.2335495187490493,0.0586730845459054,16.0,418.08,0.0838283005744136,0.0219592993817899
S0223,18.0,149.373,1.0,0.2632057643588258,32.0,521.709,0.4357657718961193,0.0864619946912361,17.0,149.373,0.2524568517206167,0.0667234309075528,16.0,521.709,0.0581311355523945,0.0135065138992984,1.0,149.373,0.0035546116838527,0.0013001269466729
S0224,18.0,227.424,1.0,0.4740267700844356,17.0,230.575,0.2310600757816405,0.1093778167331164,36.0,456.969,0.0486743801066011,0.0273367629686748,1.0,230.575,0.0330096795006407,0.0181653927742927,0.0,227.424,0.022384396171908,0.0120471263845682
S0225,18.0,107.326,1.0,0.2940181309885007,32.0,311.954,0.5877790599750405,0.2210136302100056,17.0,107.326,0.2365939419662647,0.0703464001808582,16.0,308.745,0.0886988654606317,0.0361054105304307,28.0,238.607,0.0438453703129268,0.0237375426573943
S0226,18.0,720.996,1.0,0.3424843090658319,17.0,720.996,0.2518110182049607,0.0871600671102645,32.0,736.695,0.0777709397351409,0.0433855032967087,44.0,617.792,0.1020275356708691,0.0363026117195789,1.0,720.996,0.0361056774395518,0.0204569893360428
S0227,18.0,127.008,1.0,0.6027047226658886,17.0,123.876,0.2622430866099255,0.1585384485917866,32.0,130.21,0.1530128648303855,0.1060614231907004,28.0,388.992,0.0498145371322767,0.0344678596578164,16.0,136.543,0.0452445327168276,0.0314944992577668
S0228,18.0,237.918,1.0,0.9585048227780616,17.0,228.376,0.2672397052875653,0.2546575762015957,32.0,250.663,0.1515732358479583,0.1417645721935843,16.0,253.773,0.0452524486359528,0.0417511102341192,28.0,308.051,0.0261269846222902,0.0200782429753507
S0229,18.0,363.853,1.0,0.5983850529863427,44.0,634.527,0.5483207210252692,0.2174383901331796,28.0,606.471,0.2964267701895529,0.1846988912896164,32.0,1007.619,0.3067378023014578,0.1813322632645929,17.0,360.702,0.234749230530164,0.1419888207175134
S0230,18.0,402.336,1.0,0.2258164372117763,17.0,402.336,0.2559747006388396,0.0580603618084437,32.0,399.345,0.0480036652266055,0.0185151021696823,16.0,399.345,0.0251182841624575,0.0069081812124525,64.0,998.853,0.0130298823742985,0.0021368833701334
S0231,18.0,205.916,1.0,0.4808717068866976,17.0,205.916,0.2394080243480123,0.1148731398582841,32.0,234.937,0.1456690990784093,0.0935176253378062,44.0,420.263,0.2223990781880767,0.0913764292364757,16.0,260.717,0.1521881306979919,0.0836604315066867
S0232,18.0,508.806,1.0,0.5575522814278309,17.0,508.806,0.2358742531754019,0.1325747330585748,32.0,149.718,0.1104293799204364,0.0915220677567554,16.0,515.079,0.0256303231751417,0.018456606573596,36.0,499.382,0.0218116571551689,0.0140391135460984
S0233,18.0,297.014,1.0,0.8730617700698442,32.0,290.646,0.524070701103504,0.4571305266204259,17.0,287.412,0.2520471757676287,0.2147550356655946,44.0,720.852,0.4310888357411921,0.1843508627185276,16.0,733.304,0.1381149675796567,0.105777466915128
S0234,32.0,462.335,1.0,0.3833092931701478,18.0,157.574,0.5961439254382477,0.3094530605886546,17.0,154.425,0.1458926762089293,0.0741557786990853,28.0,58.338,0.086582982413957,0.0635372819801703,16.0,459.233,0.1364034919479557,0.0585974566426161
S0235,18.0,217.635,1.0,0.5025757894057631,17.0,214.45,0.2315506020154922,0.1169446576142392,32.0,230.457,0.0496140853485391,0.0328243349818995,1.0,208.097,0.0240054041545965,0.0147067410929898,44.0,198.571,0.0304654300446506,0.0112914049974739
S0236,32.0,1204.805,1.0,0.2973820889359416,18.0,1204.805,0.2649489997445161,0.1188972152029682,64.0,1204.805,0.4226746664401481,0.0786044778953094,48.0,1204.805,0.3002188979986921,0.0560282483421176,16.0,1204.805,0.1364060846379495,0.0411439010279499
S0237,32.0,478.362,1.0,0.2082937490994448,18.0,141.537,0.3900894481112906,0.1693359870922864,17.0,138.347,0.0931095229604654,0.0401379715947341,16.0,478.362,0.122577564452325,0.0264795227224656,36.0,707.347,0.0164658963513659,0.0080244440429031
S0238,18.0,395.142,1.0,0.2965979426423197,17.0,398.263,0.2363005094209892,0.0700742877131532,32.0,395.142,0.1196417561712865,0.0478532314658449,16.0,401.431,0.0371757498635857,0.013722864472714,44.0,667.25,0.0053446307921026,0.002612002095637
S0239,18.0,641.994,1.0,0.4271107814434415,17.0,641.994,0.2880422225978816,0.124965887064218,28.0,251.944,0.0517697960432087,0.0443814910042545,16.0,648.162,0.0271961110331979,0.0126520879270276,32.0,871.541,0.0129953404131804,0.0104266604707071
S0240,18.0,224.4,1.0,0.4792970874301588,17.0,224.4,0.2323401548748063,0.1116051699066736,32.0,233.998,0.0534854944604597,0.035135166848673,44.0,479.825,0.050320373648422,0.0149776709804125,1.0,227.597,0.0232704481339977,0.014071643790992
S0241,18.0,145.602,0.8899888717493887,0.3889672608215939,32.0,467.704,1.0,0.2576920402765592,17.0,145.602,0.2097353254700576,0.0924421537008406,16.0,467.704,0.1411796694291726,0.0404896264135016,44.0,351.354,0.0570182539748249,0.0229532691957396
S0242,18.0,267.743,1.0,0.630555368456155,17.0,264.551,0.2360352041809916,0.1488068735540173,44.0,683.875,0.2329366098431297,0.1100438368336649,32.0,319.0,0.206622776240686,0.0894705555670272,1.0,274.112,0.072897173013769,0.0566844325942827
S0243,32.0,151.374,0.8040197344122204,0.4683151868031838,18.0,123.874,1.0,0.3191762599865987,17.0,123.874,0.2623699253521461,0.0884374094551114,16.0,162.241,0.1150710391401435,0.0691491216510374,28.0,249.233,0.0765996089712963,0.0504414642829364
S0244,2.0,-61.415,1.0,0.6183228824870555,18.0,37.44,0.5084745762711865,0.3388885655921779,28.0,-61.415,0.4745762711864404,0.31058725620952,32.0,-61.155,0.3084745762711863,0.2052395131767442,17.0,45.812,0.1847457627118644,0.1210471834942787
S0245,44.0,671.817,1.0,0.3401106562785459,28.0,677.955,0.2095358900109724,0.088554386167526,16.0,674.921,0.1721165717677699,0.0596836092362763,18.0,690.41,0.055924089195171,0.0502339628128653,12.0,677.955,0.0760745209145733,0.025657579398557
S0246,18.0,160.988,1.0,0.1254100264036758,17.0,160.988,0.2349933674735232,0.0295813743485244,32.0,210.02,0.1032823809474999,0.0193388631056615,16.0,210.02,0.0131184175760887,0.0032358231534567,1.0,160.988,0.0124993796753062,0.002053236345083
S0247,32.0,466.34,1.0,0.1981164267829232,18.0,100.65,0.3466307089021986,0.1139542295388406,16.0,469.468,0.13936521149048,0.028983473346134,17.0,100.65,0.0834035914161785,0.0274281624922423,36.0,744.088,0.0257487501524416,0.0144607863858037
S0248,18.0,170.548,1.0,0.4441283156252229,32.0,170.548,0.5125159812067278,0.2693829232813105,17.0,170.548,0.2514883332413533,0.1097817034192465,1.0,170.548,0.0642676498793737,0.0515203727935857,16.0,170.548,0.0869661535507516,0.0438237218334732
S0249,18.0,59.497,1.0,0.2940408970267568,2.0,77.589,0.5020859785960456,0.2038871867290702,17.0,59.497,0.2607654634500271,0.0781318505462508,28.0,-60.014,0.0653001995283874,0.0690884942584784,32.0,63.852,0.033484491202612,0.0130413355765074
S0250,18.0,311.768,1.0,0.257775018104191,17.0,311.768,0.2589633674351423,0.0667899796334357,32.0,311.768,0.0378417429357375,0.0159433038647996,16.0,311.768,0.0244691750956401,0.0074246533489004,44.0,341.641,0.0036524407903022,0.0015836679477987
S0251,18.0,274.724,1.0,0.5535186778303101,17.0,277.939,0.2369310526564665,0.1322949765898274,32.0,469.18,0.5428517634119164,0.1303144317116544,44.0,607.176,0.1270264139154834,0.0465554709891074,64.0,1107.767,0.0452348804984255,0.0307203592179853
S0252,18.0,135.608,0.9844358825170488,0.4260647638942277,32.0,289.456,1.0,0.4128832118247533,17.0,135.608,0.2367901568854273,0.102940981954593,44.0,286.217,0.2766423375449385,0.0983904620148797,16.0,289.456,0.1670045383901365,0.0668454933270184
S0253,18.0,611.486,1.0,0.7887271818696766,17.0,604.754,0.2555013798309553,0.1999860850248587,44.0,414.721,0.0818274382169861,0.060691532954326,28.0,422.937,0.0524286262328758,0.037313749274059,32.0,77.092,0.0432575643199228,0.0320609161737058
S0254,18.0,208.158,0.7988133046690817,0.4499724121358079,32.0,294.438,1.0,0.268987926487979,17.0,208.158,0.190216005300405,0.1076885431243788,16.0,294.438,0.1273552694336398,0.0396895398955941,44.0,246.615,0.1111575551638906,0.0259982038630003
S0255,28.0,1209.618,1.0,0.1904851754335272,18.0,108.138,0.0522134234876895,0.0355256161105775,44.0,418.416,0.0663568110666953,0.0296879361905736,32.0,120.792,0.0361755802316475,0.0275542285116048,16.0,418.416,0.0146621428834306,0.0089979169926598
S0256,18.0,148.845,1.0,0.309406934812327,32.0,473.638,0.8612510873720424,0.2072250533794884,17.0,148.845,0.2376326943762507,0.0736140750306958,16.0,473.638,0.1171881682442803,0.0301487157599869,1.0,148.845,0.0159686156381967,0.0084355507467125
S0257,18.0,62.91,1.0,0.2531339112445487,2.0,67.605,0.2664829757921669,0.0941160118630983,28.0,-60.016,0.0917798333661353,0.0897105519326531,17.0,62.91,0.2478973955258151,0.0616532257539415,32.0,67.605,0.0402807846224496,0.0152870247651756
S0258,18.0,228.019,1.0,0.4060344447456767,17.0,228.019,0.237010707836657,0.0959951102792623,32.0,234.386,0.1238875835375417,0.0729920732643911,36.0,432.27,0.0433013987037465,0.025716878404442,16.0,228.019,0.0290532069120331,0.0143814984347717
S0259,28.0,520.013,1.0,0.2061878406768323,44.0,688.488,0.5773343824244632,0.1891664142098575,18.0,150.094,0.7248794230307363,0.1818683679166566,17.0,150.094,0.1696995961555844,0.0425344698663717,16.0,691.558,0.0673591130020733,0.0229363110891367
S0260,18.0,232.76,1.0,0.4308110470803326,17.0,229.564,0.2366875587861006,0.1017842226437779,32.0,252.07,0.0915028952128063,0.0542052289741866,1.0,252.07,0.0329181935915176,0.019547215756737,16.0,271.365,0.0318978406265906,0.0147611150444451
S0261,18.0,214.188,1.0,0.5642252238459564,32.0,306.985,0.5975555701442615,0.2135731213718972,17.0,220.62,0.2375580067245996,0.1345123082500344,16.0,306.985,0.0792304159610644,0.033859817330201,1.0,303.768,0.0263406617764921,0.0174770889218398
S0262,18.0,219.281,1.0,0.7611727204353658,17.0,219.281,0.2702534001156375,0.2070997681850194,32.0,1290.964,0.2756287621697564,0.1509454889056134,16.0,248.086,0.0585446317107907,0.041227132061076,28.0,1260.354,0.0409636167369601,0.028135773176531
S0263,18.0,240.626,1.0,0.6412914528031739,32.0,218.178,0.6413423339409704,0.4219265055382651,17.0,221.389,0.244856481365752,0.1538295790534893,44.0,777.117,0.1946887635012696,0.1258460186343289,16.0,256.645,0.1960842675706973,0.1081693731135091
S0264,18.0,1008.386,1.0,0.763574226067028,32.0,318.519,0.4767691853135462,0.3746548656223764,17.0,1005.305,0.2478179992380692,0.1972979891786,28.0,564.962,0.2445721929452047,0.1876711157028761,1.0,413.518,0.2185297395279629,0.1588684487623148
S0265,28.0,524.491,1.0,0.2073011792897436,44.0,693.291,0.6050652596858579,0.1818567623471884,18.0,151.994,0.6712691880794952,0.165273883854512,17.0,151.994,0.174640265465081,0.0431585694907548,16.0,693.291,0.1004595350737204,0.0335050353020803
S0266,18.0,243.438,1.0,0.634319902743186,17.0,243.438,0.2523818870987488,0.1588975515993072,44.0,671.517,0.2375212920710569,0.1107859288768815,32.0,306.844,0.2842294964070931,0.093340336357057,1.0,281.449,0.0555761063750852,0.0428309573851777
S0267,18.0,222.706,1.0,0.585797498007438,30.0,453.052,0.6207233798399359,0.3164908176311149,28.0,66.294,0.3822626665422562,0.2680938699044951,44.0,446.895,0.3212939230390206,0.2431933192966926,17.0,222.706,0.3079352607136248,0.1790886807296776
S0268,28.0,168.121,1.0,0.950499478675544,32.0,180.825,0.2136257255558396,0.1835982855092408,14.0,145.802,0.0743162144777935,0.0670602026577081,18.0,203.092,0.0624777005401467,0.051175666358147,16.0,206.264,0.0305871868194886,0.0271071464959386
S0269,18.0,70.636,1.0,0.3655873602115481,2.0,84.378,0.6053642882611624,0.2891777121903017,17.0,70.636,0.2644903133790262,0.0976892079621541,28.0,-60.134,0.0896161007883998,0.0851700112397507,32.0,88.736,0.3012558931896518,0.069795332453231
S0270,18.0,865.448,1.0,0.5140570048719499,17.0,865.448,0.263043285990457,0.1353081789344224,32.0,865.448,0.2045661492280183,0.1299286400952893,16.0,862.375,0.0510105597925193,0.031168938714697,44.0,773.369,0.0360654590070331,0.0166459848521237
S0271,18.0,119.075,0.6742618902950476,0.5952756460852504,32.0,122.272,0.4776700698569411,0.407775589137321,44.0,653.018,1.0,0.3496154799197252,17.0,125.467,0.1655037284489991,0.1438535847398862,28.0,662.297,0.2745063994031694,0.1162127224387827
S0272,44.0,757.049,1.0,0.3119837259619942,16.0,760.114,0.1589377244311451,0.0500190340389527,28.0,760.114,0.1293784553987132,0.0417752093905012,12.0,760.114,0.0646824058886156,0.0204910561676713,18.0,1292.208,0.0093046286425409,0.0038022414742012
S0273,18.0,121.961,1.0,0.1951210218793722,17.0,121.961,0.2351240539228103,0.046018448670561,1.0,124.995,0.0213612556859718,0.0053809614671641,0.0,124.995,0.0166325248622382,0.0039761831173057,16.0,121.961,0.0129788677741503,0.0025877382651976
S0274,28.0,521.406,1.0,0.2115457127009102,18.0,150.449,0.8028319942043107,0.2011259733729787,44.0,690.156,0.5287188082629443,0.1767476573516092,17.0,150.449,0.1872315038112067,0.0469611501053629,16.0,690.156,0.0651439971811722,0.0228290707444496
S0275,18.0,91.002,1.0,0.3343765780704383,2.0,106.507,0.5020138553246336,0.2233136077012135,32.0,91.002,0.5934912195907847,0.0957615165028325,17.0,91.002,0.2623167391654584,0.0883430311893365,28.0,-60.035,0.0798775575962622,0.0805125789370982
S0276,32.0,33.416,1.0,0.6136475654081592,18.0,32.432,0.7574344221356513,0.5012734433427748,17.0,35.895,0.3233706922385376,0.2078006679421386,28.0,950.504,0.2958006193187493,0.1760149577904592,16.0,102.405,0.2333712915792628,0.1661848449610307
S0277,18.0,115.461,1.0,0.4141438583251614,32.0,985.582,0.3130619049722746,0.1475236173572081,17.0,115.461,0.2581115804876526,0.107847687736175,64.0,985.582,0.2079791718357864,0.0593693408742182,48.0,988.637,0.1548248685644056,0.0438775603703865
S0278,18.0,236.697,1.0,0.4249477982822411,17.0,233.461,0.2322555573508177,0.099019516173839,32.0,243.128,0.0713800878818532,0.0445301861975749,1.0,249.581,0.0273381006302529,0.0156694872287498,0.0,236.697,0.0194519310973243,0.0113826273344509
S0279,18.0,108.358,1.0,0.376398249378794,32.0,999.881,0.3849782896239448,0.1239369092054229,17.0,108.358,0.2519110165934651,0.0955568497224757,64.0,996.837,0.2833843868610432,0.0657524453769076,48.0,999.881,0.2046312032447342,0.046987322834428
S0280,18.0,265.893,1.0,0.560420446583374,17.0,268.927,0.2505760854599423,0.1409400305817478,36.0,470.487,0.0724660486203002,0.0332812507320945,16.0,268.927,0.0175789943577681,0.010311006239517,38.0,467.278,0.0213751008612037,0.0098692093328722
S0281,18.0,460.155,1.0,0.3406534341709984,17.0,460.155,0.2363412030188918,0.0806093726658382,32.0,1172.218,0.0507577181121401,0.0343884174010686,64.0,670.877,0.05509111421366,0.0239908550032553,48.0,673.992,0.0403608616592611,0.0177460281259796
S0282,18.0,243.4,1.0,0.5834371437937045,32.0,313.538,0.5573224181652098,0.2553281027999665,17.0,243.4,0.2636487667784685,0.1541293192848403,44.0,680.068,0.2917008572316767,0.1318227440513024,16.0,304.012,0.1011484808498353,0.058628423258003
S0283,18.0,658.256,1.0,0.4756382073962133,17.0,658.256,0.2327855044459103,0.110673122365245,32.0,661.328,0.0723308204861148,0.0526965446159084,16.0,667.558,0.022333581771776,0.0132809001751013,1.0,667.558,0.0188388420910731,0.0104716226259098
S0284,18.0,184.949,0.7444772932351009,0.4473397835146599,32.0,439.627,1.0,0.3547623119569206,17.0,188.154,0.1795162500209923,0.1101352820610656,44.0,398.837,0.261919545323984,0.0804292175777398,16.0,436.487,0.1559488785637073,0.0676312129451453
S0285,18.0,203.482,1.0,0.4231462590101332,32.0,350.38,0.6507923601289082,0.2983983199276614,17.0,203.482,0.2374591180773711,0.100834446971821,16.0,353.515,0.0974347851188637,0.049548929566355,36.0,524.319,0.0450129850693377,0.0347210853709849
S0286,18.0,990.915,1.0,0.8160498745795711,32.0,201.229,0.3126510249043728,0.3081157430548507,3.0,365.876,0.2488139523358269,0.2218799303611494,17.0,990.915,0.2554824011401676,0.2088740736440957,1.0,188.537,0.229434706930964,0.181152979822826
S0287,44.0,697.788,1.0,0.28165604803569,28.0,691.033,0.1811121467391772,0.055089352682773,16.0,697.788,0.192677143250577,0.053324200050185,12.0,697.788,0.1107192325815187,0.0307435884073334,18.0,259.203,0.0399175326383247,0.0290909163169007
S0288,18.0,509.825,1.0,0.5065185039877358,17.0,506.687,0.234286230633978,0.1201788168144529,32.0,144.418,0.0984186875891583,0.0738044654025812,36.0,743.346,0.0354923632352453,0.030845467107578,1.0,115.898,0.0243289984407656,0.0194185068390573
S0289,18.0,235.371,1.0,0.4759791622513095,17.0,235.371,0.2601057311604988,0.1239370669736858,32.0,238.584,0.1660470802804705,0.1033707034373978,16.0,238.584,0.0474966037520493,0.0277449129684626,44.0,388.454,0.0132481096647895,0.0093692769979702
S0290,18.0,258.548,0.6628176949970856,0.5285742061726417,44.0,664.055,1.0,0.240625630191745,32.0,283.802,0.2217018669305823,0.1596524895852215,17.0,267.999,0.1754044726098083,0.1397917464347975,28.0,670.269,0.2338469632237833,0.0962826255900329
S0291,44.0,675.324,1.0,0.3381513186821896,28.0,678.369,0.1854869541533171,0.0761557402196589,16.0,675.324,0.1700668551978736,0.0587127445419087,18.0,693.903,0.0417981517331988,0.0358532698428242,12.0,678.369,0.0755108617811399,0.0255690719592251
S0292,18.0,161.178,1.0,0.5138453967243674,32.0,305.387,0.4140865588710271,0.1530708021948592,17.0,164.397,0.2373501981114261,0.1221007745349806,16.0,302.204,0.0558591192570766,0.0257733118256407,1.0,289.426,0.0229065900288867,0.0161672620164825
S0293,28.0,530.59,1.0,0.8051463010263336,32.0,35.443,0.3468605027039796,0.2682370784067286,18.0,205.507,0.1733865683507926,0.1375566626271385,14.0,502.245,0.0857361896191716,0.0703563842777423,16.0,106.272,0.0509256427953628,0.0404997317938853
S0294,32.0,494.373,1.0,0.3028136727080281,18.0,150.456,0.8860383332191579,0.288410362295303,17.0,150.456,0.2219924846866823,0.072103388849642,16.0,494.373,0.1278561823124492,0.0406103645343283,36.0,506.812,0.0046077881283141,0.0016132289068609
S0295,18.0,312.161,1.0,0.2825757321136989,32.0,1168.054,0.2194546699956958,0.070517783720732,17.0,312.161,0.2377792305238171,0.0680691735542639,1.0,318.666,0.0253521939257229,0.0126653671617714,16.0,1168.054,0.0237267290418856,0.010155836079003
