sample_id,basalt,carbonate,chloride,iron_oxide,oxalate,oxychlorine,phyllosilicate,silicate,sulfate,sulfide,1_ratio,1_ratio_peak_temp,1_ratio_peak_abund,1_ratio_meanstd_abund,2_ratio,2_ratio_peak_temp,2_ratio_peak_abund,2_ratio_meanstd_abund,3_ratio,3_ratio_peak_temp,3_ratio_peak_abund,3_ratio_meanstd_abund,4_ratio,4_ratio_peak_temp,4_ratio_peak_abund,4_ratio_meanstd_abund,5_ratio,5_ratio_peak_temp,5_ratio_peak_abund,5_ratio_meanstd_abund
S0182,0,0,0,0,0,0,0,1,0,0,28.0,459.79,0.9999999999999999,0.6967362358919346,32.0,134.627,0.18558166165674886,0.11859982759863767,18.0,291.264,0.12974970860683385,0.09861716252337269,1.0,307.217,0.11858219332147346,0.08863634813602772,0.0,827.718,0.0851739668323006,0.05620034788566851
S0183,0,0,0,0,0,0,0,0,0,0,18.0,875.188,1.0,1.0189708960776651,17.0,887.514,0.24202676057343203,0.24346424377980583,1.0,887.514,0.17815695494961095,0.13873034798983064,0.0,829.153,0.12954776174048932,0.09959749358903563,28.0,739.815,0.13902479716545355,0.09333839731359923
S0184,0,0,1,0,0,0,0,0,0,0,18.0,216.839,0.9999999999999999,0.5125110757096074,32.0,303.368,0.5956839285233311,0.19109472695992957,17.0,216.839,0.23603792001733473,0.12127976071877308,16.0,306.571,0.07785752945944756,0.03001760730371565,1.0,300.158,0.028238285918867338,0.01795245335506026
S0185,0,1,0,0,0,0,0,0,0,1,44.0,768.177,1.0,0.4120967626544596,16.0,768.177,0.14780036483275721,0.06133697917759312,28.0,771.216,0.11675617429782775,0.04931267763281327,12.0,765.119,0.0596083077534932,0.024643680098060443,18.0,393.834,0.008666046948212203,0.006891839122867319
S0186,0,0,0,1,0,0,0,0,0,1,18.0,305.896,1.0,0.3830654156915811,17.0,309.126,0.23880149430961645,0.0925815668211925,64.0,541.322,0.3414797432236805,0.07717566162398155,48.0,541.322,0.2614432477330887,0.05873395641482415,32.0,315.614,0.057744978196337914,0.037367520121939224
S0187,0,1,0,0,0,0,0,0,0,0,44.0,511.807,1.0,0.2459541954336253,28.0,511.807,0.16258657049311498,0.042707034919432244,16.0,511.807,0.15867346486826062,0.0403577555307276,18.0,508.711,0.03426361755618696,0.02297726837948904,12.0,508.711,0.04896901459296357,0.012216531185114714
S0188,0,0,0,0,0,0,1,0,0,0,18.0,314.942,1.0,0.8942538109271111,17.0,308.581,0.2620857768207699,0.2334277176196808,32.0,308.581,0.23464016435955523,0.2251752936256458,16.0,311.752,0.05967484076669107,0.05433057010744412,28.0,695.445,0.03798737213529506,0.026584996726605036
S0189,0,0,0,0,0,0,0,1,0,0,18.0,55.472,1.0,0.26683696961055303,2.0,73.244,0.5277700055959709,0.2086138771004511,17.0,55.472,0.26710268606603244,0.07257372414738812,28.0,-60.045,0.08065193060996083,0.0717884953031558,32.0,59.832,0.034450195858981535,0.01964365848806194
S0190,0,0,0,0,0,0,0,0,0,0,18.0,996.778,1.0,0.5900962816073517,17.0,999.81,0.2751333857123996,0.15786954490463084,32.0,993.708,0.20941131536391097,0.12949357403462486,28.0,987.596,0.09121169840679934,0.054226150590011325,16.0,993.708,0.05813232926544949,0.03421864905885632
S0191,0,0,0,1,0,1,1,0,0,0,18.0,136.196,1.0,0.5002646480065881,32.0,430.045,0.6162505003453522,0.31027678742044146,17.0,139.383,0.23728110862062224,0.11984546437282328,16.0,357.088,0.09745035998073102,0.05267724044551271,44.0,315.848,0.10175299302972708,0.03817443548279971
S0192,0,1,0,1,0,0,0,0,0,0,44.0,555.71,1.0,0.28197160074470556,18.0,300.397,0.5933680055813014,0.1474540515831693,28.0,558.836,0.17975863006558096,0.07017477408509579,16.0,555.71,0.17484722369411962,0.0514921721501059,17.0,300.397,0.1554233933596704,0.038811991756944234
S0193,0,0,0,0,0,0,0,1,0,0,18.0,213.29,1.0,0.6930123325111451,32.0,210.092,0.7954099397244081,0.5119157948391189,1.0,670.369,0.2754816299045776,0.18358581138359883,28.0,56.896,0.2541039138075447,0.17588405911980073,17.0,251.645,0.2523541560595857,0.1751611135256821
S0194,0,0,0,1,0,1,0,0,0,0,32.0,450.573,1.0,0.25671143135874935,18.0,123.021,0.723128719114265,0.23644967042370094,17.0,123.021,0.17289267566987138,0.0574761282210739,16.0,450.573,0.12529413021862632,0.03558171724693865,28.0,330.498,0.03430734771937663,0.026100033896553035
S0195,0,0,0,0,0,0,1,0,1,0,18.0,217.759,1.0,0.49351091936433444,17.0,217.759,0.24865140149556927,0.12280594711270518,32.0,227.286,0.035041776958411694,0.020836737403357362,16.0,214.58,0.02106965592538054,0.011002034123428754,36.0,369.93,0.011992545471010902,0.00537881719101523
S0196,0,0,0,0,0,0,1,0,0,0,18.0,291.343,1.0,0.7765994754008798,17.0,288.175,0.26071817827609206,0.20299713940536224,32.0,297.731,0.1885316845811703,0.16258438410507003,16.0,304.074,0.05245360938260606,0.04257838979295195,44.0,653.093,0.045414810070387474,0.0311969967534031
S0197,0,0,0,0,0,0,0,0,0,1,18.0,209.802,1.0,0.7041889938015747,32.0,171.673,0.8036114697345275,0.543927481752115,64.0,1202.208,0.9749540926967816,0.3653047832417732,1.0,371.679,0.48834489582464874,0.34596052082100437,48.0,1202.208,0.7788749812753739,0.29517090680096425
S0198,0,0,0,1,0,1,0,0,0,0,32.0,470.622,1.0,0.5173644563995874,18.0,146.305,0.6755012063294088,0.3974227499754545,28.0,435.834,0.21700133551441012,0.14107531778309318,44.0,438.975,0.2674542451370118,0.11461924172337737,17.0,149.51,0.16441216404365533,0.09716420385962214
S0199,0,0,0,0,0,0,0,0,1,0,18.0,291.917,1.0,0.22911873270583372,17.0,291.917,0.23851231352510788,0.05462843425166579,32.0,1202.977,0.08171005968412484,0.021594483475410917,1.0,298.234,0.02110746105790039,0.00688590942251298,0.0,295.029,0.016719904069184274,0.005202016243963509
S0200,0,0,0,1,0,0,0,0,1,0,18.0,225.772,1.0,0.8861917790243737,28.0,440.063,0.8916921647725531,0.8552830322528215,17.0,207.938,0.5823816184720301,0.5508418509316011,32.0,81.195,0.533699423580879,0.5115160555117022,64.0,860.504,0.538295877292334,0.3590464191166851
S0201,0,0,0,0,0,0,1,0,0,0,18.0,98.116,1.0,0.4593344133555528,32.0,101.216,0.6325326268562255,0.3115708254119602,17.0,98.116,0.2412746521990458,0.11094227758911758,1.0,120.17,0.13476334241081275,0.09966885263970526,28.0,652.373,0.09768863859439768,0.07260022945269864
S0202,0,0,0,0,0,0,1,0,0,0,18.0,302.232,1.0,0.9800547699296734,17.0,318.144,0.26282188664314676,0.2574154598372329,32.0,245.065,0.10774423818787296,0.10276378978206283,44.0,416.967,0.08193102091507579,0.06412597806441261,16.0,530.395,0.0639479925703672,0.053429793429869414
S0203,0,0,1,1,0,0,1,0,0,0,32.0,369.905,0.9999999999999999,0.27891983938635756,18.0,287.162,0.18047945878155888,0.08328714175204702,16.0,369.905,0.13928033503988252,0.04205663526693891,44.0,283.928,0.1632948565809608,0.03642832359420153,28.0,283.928,0.08888562732735077,0.021481872279722636
S0204,0,0,0,0,0,0,1,0,0,0,18.0,143.436,1.0,0.4257061574069715,17.0,143.436,0.2618034406990576,0.11179679749297701,32.0,1175.487,0.0931227987750957,0.056784128990446055,44.0,751.526,0.0600482725797814,0.023476232876055145,16.0,143.436,0.019591707155441982,0.012541229236865379
S0205,0,0,0,0,0,1,0,0,0,0,18.0,116.64,1.0,0.32318377126627473,32.0,522.738,0.9143551196801957,0.2832881146029877,17.0,116.64,0.237980427945708,0.07770425339861092,16.0,519.61,0.11764875487558608,0.03921615549013954,1.0,183.64,0.026818524727118626,0.018443766282540748
S0206,0,0,0,0,0,0,0,0,1,0,18.0,376.518,1.0,0.32066707893007584,17.0,376.518,0.278088873007118,0.08909534448773085,64.0,867.885,0.05088805257192656,0.023265476720372047,48.0,867.885,0.04657059543152332,0.02118284826879827,32.0,867.885,0.04198446748597994,0.019034822172983242
S0207,0,0,0,0,0,0,1,0,0,0,32.0,515.64,1.0,0.7615201630636319,18.0,448.229,0.9649449571889257,0.6194698045120591,28.0,878.738,0.637203936394975,0.45754809540846375,2.0,499.58,0.5431446680751698,0.37043408443145154,17.0,477.131,0.3464236072500834,0.21901335126360513
S0208,1,1,0,1,0,1,1,1,1,0,18.0,371.667,1.0,0.5218284707653758,32.0,371.667,0.29111497923639645,0.15745410913931318,28.0,491.579,0.18744141861409716,0.1399714556628607,17.0,374.827,0.27334977518259373,0.13953199792199547,16.0,371.667,0.07484705660594525,0.041398438714247636
S0209,0,0,0,0,0,0,0,0,0,1,18.0,96.543,1.0,0.24164252600714395,64.0,543.953,0.4273858441012061,0.07408018352215316,32.0,99.629,0.16777541947706603,0.06500658901721179,17.0,96.543,0.2516805545702288,0.06134950143890011,48.0,543.953,0.30329226438465323,0.052521254844327944
S0210,0,0,0,1,0,1,1,0,0,0,32.0,513.143,1.0,0.27620177172648325,18.0,792.247,0.5912834759014346,0.20149725180089245,17.0,792.247,0.1405194077447009,0.04833403054695048,16.0,510.04,0.138467338686267,0.04300470728239698,44.0,410.031,0.08927982228339887,0.041064806722762255
S0211,1,0,0,0,0,0,0,0,0,0,18.0,483.234,1.0,0.8535630772317424,32.0,165.227,0.4940185573480816,0.3740038278137723,44.0,639.507,0.6123929964318608,0.244097170179175,17.0,470.583,0.2601137393471621,0.21256139668521504,28.0,620.839,0.2917818682013522,0.17500925075103096
S0212,1,0,0,0,0,0,1,1,0,0,18.0,172.21,1.0,0.7868843210393477,32.0,172.21,0.5470876492150105,0.44120260345406037,17.0,169.006,0.24559768561001402,0.19406786437911286,16.0,185.012,0.10158701027605965,0.08568585873826788,1.0,452.172,0.06845322736720126,0.05313090670770302
S0213,0,0,0,0,0,0,1,0,0,1,18.0,303.929,0.9999999999999999,0.6569564237633989,17.0,296.127,0.2856862349542417,0.19146756790300223,44.0,465.19,0.06606591430433364,0.03752835785805744,16.0,400.319,0.0325760439546069,0.0223871368603134,28.0,424.862,0.04605479080515897,0.021822903266110714
S0214,0,0,1,0,0,0,0,0,0,0,18.0,221.466,1.0,0.5329202707827532,17.0,221.466,0.2388202249217232,0.1266666409499464,32.0,221.466,0.1747900600942793,0.11409864098691269,16.0,157.342,0.03774091564859923,0.02343794260431966,44.0,282.374,0.03759686654162159,0.016589516247170654
S0215,1,1,0,1,0,1,1,1,1,0,18.0,134.781,1.0,0.9472958837364649,17.0,125.385,0.24078131408077377,0.2244217800109664,1.0,262.424,0.08660073600854384,0.06798068680575341,0.0,462.46,0.06059546779480946,0.04723647597109262,3.0,392.726,0.045463344994600696,0.03136913491280377
S0216,0,0,0,0,0,0,0,0,0,0,18.0,203.229,1.0,0.7903936406286247,17.0,206.427,0.23344457484295536,0.18098780994987174,1.0,200.072,0.12148660344101096,0.08725692740396841,0.0,260.968,0.10254080743362155,0.07135072718404477,3.0,502.706,0.09017434633341026,0.05545433718622233
S0217,0,0,0,1,0,1,0,0,0,0,32.0,427.935,1.0,0.5684849124325868,18.0,148.065,0.7807797985197787,0.4531060012262714,28.0,446.805,0.331128272944216,0.1843502814634915,44.0,431.059,0.3332725984021849,0.153280809155882,17.0,148.065,0.19688377697151485,0.11141441266884003
S0218,0,0,0,0,0,0,0,0,0,0,18.0,226.316,1.0,0.7485030699870691,32.0,210.372,0.944656696371853,0.67277542231518,28.0,735.441,0.6734849447338328,0.47388448505505304,1.0,852.152,0.5577594968873077,0.43141652130245967,0.0,658.115,0.4677659400693328,0.34064562393620174
S0219,0,0,0,0,0,0,0,0,1,0,18.0,117.098,1.0,0.17979216302483736,17.0,117.098,0.23689570449541372,0.04276316550645605,32.0,120.199,0.10577395100581459,0.03185974033247327,16.0,120.199,0.027758336452184205,0.007040266552480129,28.0,33.214,0.004828271524600503,0.004133087663038037
S0220,1,1,0,1,0,1,1,1,1,0,18.0,266.745,1.0,0.8740129289415044,17.0,266.745,0.24188755102962858,0.21191707762536524,32.0,314.44,0.2619891668539868,0.14628380137218513,1.0,279.431,0.06204767766733175,0.054791954814075505,0.0,279.431,0.047854482658990234,0.03756475476700593
S0221,0,0,0,0,0,0,0,1,0,0,18.0,237.162,0.9999999999999999,0.7743519253787231,32.0,1006.571,0.771578616396639,0.5810744407938947,1.0,510.552,0.7471790233803677,0.5456614472221522,28.0,463.016,0.6285690565184513,0.48932482341324657,0.0,763.472,0.8895085106232649,0.48723852891448693
S0222,0,0,0,0,1,0,0,0,0,0,18.0,156.737,1.0,0.25128210538408013,28.0,418.08,0.7298025324156494,0.18355907893069864,44.0,418.08,0.6982029712864027,0.1760182548658612,17.0,156.737,0.2335495187490493,0.05867308454590545,16.0,418.08,0.08382830057441368,0.021959299381789938
S0223,1,0,0,0,0,1,0,0,0,0,18.0,149.373,1.0,0.26320576435882587,32.0,521.709,0.43576577189611937,0.08646199469123618,17.0,149.373,0.2524568517206167,0.06672343090755284,16.0,521.709,0.058131135552394575,0.013506513899298446,1.0,149.373,0.003554611683852766,0.0013001269466729835
S0224,0,0,0,1,0,1,0,0,0,0,18.0,227.424,0.9999999999999999,0.4740267700844356,17.0,230.575,0.2310600757816405,0.10937781673311647,36.0,456.969,0.048674380106601176,0.02733676296867489,1.0,230.575,0.0330096795006407,0.018165392774292737,0.0,227.424,0.022384396171908034,0.012047126384568231
S0225,0,0,1,1,0,0,1,0,0,0,18.0,107.326,0.9999999999999999,0.2940181309885007,32.0,311.954,0.5877790599750405,0.22101363021000564,17.0,107.326,0.2365939419662647,0.07034640018085828,16.0,308.745,0.08869886546063178,0.036105410530430745,28.0,238.607,0.04384537031292686,0.02373754265739439
S0226,0,0,0,0,0,0,1,0,0,0,18.0,720.996,1.0,0.34248430906583194,17.0,720.996,0.2518110182049607,0.08716006711026453,32.0,736.695,0.07777093973514093,0.04338550329670875,44.0,617.792,0.10202753567086915,0.03630261171957894,1.0,720.996,0.03610567743955184,0.02045698933604288
S0227,0,0,0,0,0,0,1,0,0,0,18.0,127.008,1.0,0.6027047226658886,17.0,123.876,0.26224308660992557,0.1585384485917866,32.0,130.21,0.1530128648303855,0.10606142319070046,28.0,388.992,0.04981453713227674,0.03446785965781646,16.0,136.543,0.04524453271682765,0.03149449925776681
S0228,0,0,0,0,0,0,0,0,0,0,18.0,237.918,1.0,0.9585048227780617,17.0,228.376,0.26723970528756535,0.25465757620159574,32.0,250.663,0.15157323584795832,0.14176457219358438,16.0,253.773,0.045252448635952854,0.041751110234119294,28.0,308.051,0.02612698462229025,0.020078242975350796
S0229,0,0,0,0,0,0,0,0,1,0,18.0,363.853,0.9999999999999999,0.5983850529863427,44.0,634.527,0.5483207210252692,0.21743839013317967,28.0,606.471,0.29642677018955293,0.1846988912896164,32.0,1007.619,0.3067378023014578,0.18133226326459295,17.0,360.702,0.23474923053016408,0.1419888207175134
S0230,0,0,0,0,0,0,0,0,1,0,18.0,402.336,1.0,0.2258164372117763,17.0,402.336,0.25597470063883965,0.05806036180844377,32.0,399.345,0.04800366522660551,0.01851510216968231,16.0,399.345,0.025118284162457552,0.00690818121245259,64.0,998.853,0.01302988237429857,0.002136883370133472
S0231,0,0,1,0,0,0,0,0,0,0,18.0,205.916,1.0,0.48087170688669767,17.0,205.916,0.2394080243480123,0.11487313985828412,32.0,234.937,0.14566909907840933,0.09351762533780625,44.0,420.263,0.22239907818807672,0.09137642923647571,16.0,260.717,0.15218813069799197,0.08366043150668676
S0232,0,0,0,0,0,0,1,0,0,0,18.0,508.806,1.0,0.5575522814278309,17.0,508.806,0.23587425317540198,0.13257473305857487,32.0,149.718,0.11042937992043647,0.09152206775675545,16.0,515.079,0.025630323175141783,0.01845660657359601,36.0,499.382,0.021811657155168945,0.014039113546098408
S0233,1,0,0,0,0,0,1,1,0,0,18.0,297.014,1.0,0.8730617700698442,32.0,290.646,0.524070701103504,0.4571305266204259,17.0,287.412,0.25204717576762875,0.21475503566559467,44.0,720.852,0.4310888357411921,0.18435086271852763,16.0,733.304,0.13811496757965672,0.10577746691512806
S0234,0,0,0,0,0,1,0,0,0,0,32.0,462.335,1.0,0.38330929317014784,18.0,157.574,0.5961439254382477,0.3094530605886546,17.0,154.425,0.14589267620892937,0.0741557786990853,28.0,58.338,0.08658298241395705,0.06353728198017031,16.0,459.233,0.13640349194795573,0.05859745664261612
S0235,0,0,0,1,0,0,0,0,1,0,18.0,217.635,1.0,0.5025757894057631,17.0,214.45,0.23155060201549227,0.11694465761423928,32.0,230.457,0.04961408534853913,0.032824334981899586,1.0,208.097,0.024005404154596555,0.01470674109298981,44.0,198.571,0.03046543004465061,0.01129140499747392
S0236,0,0,0,0,0,0,0,0,1,0,32.0,1204.805,0.9999999999999999,0.29738208893594165,18.0,1204.805,0.2649489997445161,0.11889721520296828,64.0,1204.805,0.4226746664401481,0.07860447789530942,48.0,1204.805,0.3002188979986921,0.0560282483421176,16.0,1204.805,0.1364060846379495,0.0411439010279499
S0237,0,0,0,0,0,1,1,0,0,0,32.0,478.362,1.0,0.20829374909944484,18.0,141.537,0.39008944811129065,0.16933598709228642,17.0,138.347,0.0931095229604654,0.04013797159473417,16.0,478.362,0.12257756445232508,0.026479522722465662,36.0,707.347,0.016465896351365954,0.008024444042903195
S0238,0,0,0,0,0,0,0,0,0,0,18.0,395.142,1.0,0.29659794264231976,17.0,398.263,0.23630050942098926,0.07007428771315323,32.0,395.142,0.11964175617128653,0.047853231465844956,16.0,401.431,0.03717574986358571,0.013722864472714069,44.0,667.25,0.005344630792102634,0.0026120020956370326
S0239,0,0,0,0,0,0,1,0,0,0,18.0,641.994,1.0,0.42711078144344156,17.0,641.994,0.28804222259788165,0.12496588706421802,28.0,251.944,0.051769796043208735,0.04438149100425456,16.0,648.162,0.02719611103319797,0.012652087927027643,32.0,871.541,0.012995340413180427,0.01042666047070716
S0240,0,0,0,1,0,0,0,0,0,0,18.0,224.4,1.0,0.47929708743015886,17.0,224.4,0.2323401548748063,0.11160516990667363,32.0,233.998,0.0534854944604597,0.035135166848673065,44.0,479.825,0.05032037364842205,0.014977670980412526,1.0,227.597,0.023270448133997753,0.014071643790992015
S0241,0,0,0,1,0,1,1,0,0,0,18.0,145.602,0.8899888717493887,0.3889672608215939,32.0,467.704,1.0,0.25769204027655923,17.0,145.602,0.2097353254700576,0.0924421537008406,16.0,467.704,0.1411796694291726,0.04048962641350162,44.0,351.354,0.057018253974824996,0.02295326919573965
S0242,1,1,0,1,0,1,1,1,1,0,18.0,267.743,1.0,0.630555368456155,17.0,264.551,0.23603520418099164,0.14880687355401737,44.0,683.875,0.2329366098431297,0.11004383683366495,32.0,319.0,0.20662277624068606,0.08947055556702727,1.0,274.112,0.07289717301376909,0.05668443259428274
S0243,0,0,0,0,0,0,0,0,1,0,32.0,151.374,0.8040197344122204,0.4683151868031838,18.0,123.874,1.0,0.3191762599865987,17.0,123.874,0.2623699253521461,0.08843740945511146,16.0,162.241,0.1150710391401435,0.06914912165103745,28.0,249.233,0.07659960897129635,0.05044146428293644
S0244,0,0,0,1,0,0,1,0,0,0,2.0,-61.415,1.0,0.6183228824870555,18.0,37.44,0.5084745762711865,0.33888856559217795,28.0,-61.415,0.47457627118644047,0.31058725620952,32.0,-61.155,0.3084745762711863,0.20523951317674427,17.0,45.812,0.18474576271186444,0.12104718349427875
S0245,0,1,0,0,0,0,0,0,0,0,44.0,671.817,1.0,0.3401106562785459,28.0,677.955,0.2095358900109724,0.08855438616752609,16.0,674.921,0.17211657176776998,0.05968360923627632,18.0,690.41,0.055924089195171015,0.05023396281286532,12.0,677.955,0.07607452091457331,0.025657579398557014
S0246,0,0,0,0,0,1,0,0,0,0,18.0,160.988,1.0,0.12541002640367588,17.0,160.988,0.23499336747352326,0.029581374348524453,32.0,210.02,0.10328238094749995,0.019338863105661578,16.0,210.02,0.013118417576088783,0.00323582315345671,1.0,160.988,0.012499379675306217,0.002053236345083028
S0247,0,0,0,1,0,1,1,0,0,0,32.0,466.34,1.0,0.19811642678292327,18.0,100.65,0.3466307089021986,0.1139542295388406,16.0,469.468,0.13936521149048,0.028983473346134016,17.0,100.65,0.08340359141617852,0.027428162492242305,36.0,744.088,0.02574875015244165,0.01446078638580374
S0248,0,0,1,0,0,0,0,0,0,0,18.0,170.548,1.0,0.4441283156252229,32.0,170.548,0.5125159812067278,0.2693829232813105,17.0,170.548,0.25148833324135333,0.10978170341924653,1.0,170.548,0.06426764987937372,0.05152037279358579,16.0,170.548,0.08696615355075166,0.04382372183347328
S0249,0,0,0,0,0,0,0,1,0,0,18.0,59.497,1.0,0.29404089702675684,2.0,77.589,0.5020859785960456,0.2038871867290702,17.0,59.497,0.26076546345002716,0.07813185054625088,28.0,-60.014,0.06530019952838745,0.06908849425847846,32.0,63.852,0.03348449120261201,0.013041335576507437
S0250,0,0,1,1,0,0,0,1,0,0,18.0,311.768,0.9999999999999999,0.25777501810419107,17.0,311.768,0.2589633674351423,0.06678997963343575,32.0,311.768,0.0378417429357375,0.015943303864799613,16.0,311.768,0.024469175095640106,0.007424653348900472,44.0,341.641,0.0036524407903022155,0.0015836679477987956
S0251,1,1,0,1,0,1,1,1,1,0,18.0,274.724,1.0,0.5535186778303101,17.0,277.939,0.23693105265646658,0.13229497658982742,32.0,469.18,0.5428517634119164,0.13031443171165447,44.0,607.176,0.12702641391548342,0.04655547098910749,64.0,1107.767,0.04523488049842557,0.030720359217985327
S0252,0,0,0,1,0,1,1,0,0,0,18.0,135.608,0.9844358825170487,0.42606476389422776,32.0,289.456,1.0,0.4128832118247533,17.0,135.608,0.23679015688542734,0.10294098195459306,44.0,286.217,0.2766423375449385,0.09839046201487979,16.0,289.456,0.16700453839013654,0.06684549332701842
S0253,1,0,0,0,0,0,0,0,0,0,18.0,611.486,1.0,0.7887271818696766,17.0,604.754,0.2555013798309553,0.1999860850248587,44.0,414.721,0.08182743821698615,0.060691532954326013,28.0,422.937,0.05242862623287589,0.037313749274059095,32.0,77.092,0.0432575643199228,0.032060916173705885
S0254,0,0,1,0,0,0,0,0,0,0,18.0,208.158,0.7988133046690817,0.4499724121358079,32.0,294.438,1.0,0.268987926487979,17.0,208.158,0.190216005300405,0.10768854312437887,16.0,294.438,0.1273552694336398,0.03968953989559418,44.0,246.615,0.11115755516389061,0.025998203863000356
S0255,0,0,0,0,0,0,0,1,0,0,28.0,1209.618,0.9999999999999999,0.19048517543352725,18.0,108.138,0.05221342348768954,0.035525616110577515,44.0,418.416,0.0663568110666953,0.02968793619057364,32.0,120.792,0.036175580231647575,0.02755422851160487,16.0,418.416,0.014662142883430667,0.0089979169926598
S0256,0,0,0,0,0,1,1,0,0,0,18.0,148.845,1.0,0.309406934812327,32.0,473.638,0.8612510873720424,0.20722505337948843,17.0,148.845,0.23763269437625076,0.07361407503069588,16.0,473.638,0.11718816824428037,0.030148715759986913,1.0,148.845,0.015968615638196727,0.00843555074671256
S0257,0,0,0,1,0,0,0,0,0,0,18.0,62.91,1.0,0.25313391124454876,2.0,67.605,0.2664829757921669,0.09411601186309837,28.0,-60.016,0.0917798333661353,0.08971055193265313,17.0,62.91,0.24789739552581513,0.06165322575394158,32.0,67.605,0.04028078462244965,0.015287024765175607
S0258,0,0,1,0,0,0,0,0,0,0,18.0,228.019,1.0,0.40603444474567674,17.0,228.019,0.237010707836657,0.09599511027926234,32.0,234.386,0.1238875835375417,0.07299207326439117,36.0,432.27,0.04330139870374655,0.025716878404442055,16.0,228.019,0.029053206912033162,0.014381498434771748
S0259,0,0,0,0,1,0,0,0,0,0,28.0,520.013,1.0,0.20618784067683238,44.0,688.488,0.5773343824244632,0.18916641420985755,18.0,150.094,0.7248794230307363,0.18186836791665661,17.0,150.094,0.16969959615558447,0.04253446986637176,16.0,691.558,0.06735911300207338,0.022936311089136727
S0260,0,0,0,1,0,0,0,0,0,0,18.0,232.76,1.0,0.4308110470803326,17.0,229.564,0.2366875587861006,0.10178422264377798,32.0,252.07,0.09150289521280631,0.05420522897418665,1.0,252.07,0.03291819359151766,0.019547215756737093,16.0,271.365,0.031897840626590686,0.014761115044445114
S0261,0,0,1,0,0,0,0,0,0,0,18.0,214.188,1.0,0.5642252238459564,32.0,306.985,0.5975555701442615,0.21357312137189727,17.0,220.62,0.23755800672459962,0.1345123082500344,16.0,306.985,0.07923041596106443,0.03385981733020103,1.0,303.768,0.026340661776492184,0.01747708892183983
S0262,0,0,0,0,0,0,0,0,0,0,18.0,219.281,1.0,0.7611727204353658,17.0,219.281,0.27025340011563753,0.2070997681850194,32.0,1290.964,0.27562876216975646,0.15094548890561343,16.0,248.086,0.0585446317107907,0.041227132061076054,28.0,1260.354,0.040963616736960175,0.02813577317653104
S0263,0,0,1,0,0,0,0,0,0,0,18.0,240.626,0.9999999999999999,0.6412914528031739,32.0,218.178,0.6413423339409704,0.4219265055382651,17.0,221.389,0.24485648136575203,0.15382957905348937,44.0,777.117,0.19468876350126968,0.12584601863432898,16.0,256.645,0.1960842675706973,0.10816937311350913
S0264,0,0,0,0,0,0,0,1,0,0,18.0,1008.386,1.0,0.763574226067028,32.0,318.519,0.47676918531354623,0.3746548656223764,17.0,1005.305,0.24781799923806924,0.19729798917860003,28.0,564.962,0.2445721929452047,0.18767111570287617,1.0,413.518,0.21852973952796298,0.15886844876231487
S0265,0,0,0,0,1,0,0,0,0,0,28.0,524.491,1.0,0.20730117928974362,44.0,693.291,0.6050652596858579,0.18185676234718848,18.0,151.994,0.6712691880794952,0.165273883854512,17.0,151.994,0.17464026546508107,0.043158569490754875,16.0,693.291,0.10045953507372042,0.033505035302080356
S0266,1,1,0,1,0,1,1,1,1,0,18.0,243.438,1.0,0.634319902743186,17.0,243.438,0.25238188709874887,0.15889755159930724,44.0,671.517,0.23752129207105693,0.11078592887688155,32.0,306.844,0.28422949640709316,0.09334033635705703,1.0,281.449,0.05557610637508523,0.04283095738517771
S0267,0,0,0,0,0,0,0,0,0,0,18.0,222.706,1.0,0.585797498007438,30.0,453.052,0.6207233798399359,0.3164908176311149,28.0,66.294,0.38226266654225627,0.2680938699044951,44.0,446.895,0.3212939230390206,0.24319331929669263,17.0,222.706,0.30793526071362487,0.1790886807296776
S0268,0,0,0,0,0,0,0,1,0,0,28.0,168.121,1.0,0.9504994786755441,32.0,180.825,0.21362572555583964,0.18359828550924084,14.0,145.802,0.07431621447779355,0.06706020265770818,18.0,203.092,0.062477700540146765,0.051175666358147014,16.0,206.264,0.030587186819488656,0.027107146495938685
S0269,0,0,0,0,0,0,0,0,0,0,18.0,70.636,1.0,0.36558736021154814,2.0,84.378,0.6053642882611624,0.2891777121903017,17.0,70.636,0.26449031337902623,0.09768920796215416,28.0,-60.134,0.08961610078839984,0.08517001123975079,32.0,88.736,0.30125589318965185,0.069795332453231
S0270,0,0,0,0,0,0,1,0,0,0,18.0,865.448,1.0,0.5140570048719499,17.0,865.448,0.263043285990457,0.13530817893442246,32.0,865.448,0.20456614922801836,0.1299286400952893,16.0,862.375,0.0510105597925193,0.031168938714697097,44.0,773.369,0.03606545900703314,0.01664598485212379
S0271,1,1,0,1,0,0,0,1,1,0,18.0,119.075,0.6742618902950476,0.5952756460852504,32.0,122.272,0.4776700698569411,0.40777558913732104,44.0,653.018,1.0,0.34961547991972525,17.0,125.467,0.1655037284489991,0.1438535847398862,28.0,662.297,0.2745063994031694,0.1162127224387827
S0272,0,1,0,0,0,0,0,0,0,0,44.0,757.049,1.0,0.31198372596199425,16.0,760.114,0.15893772443114515,0.050019034038952796,28.0,760.114,0.12937845539871323,0.04177520939050122,12.0,760.114,0.06468240588861567,0.020491056167671346,18.0,1292.208,0.009304628642540964,0.00380224147420126
